type,n,m,t,otps,cmps,iters
max,53,110,28,34,3,273
min,53,110,28,34,3,603
rnd,53,110,28,34,3,277
max,53,110,13,1,2,2
min,53,110,13,1,2,2
rnd,53,110,13,1,2,2
max,53,110,47,60,6,174
min,53,110,47,60,6,987
rnd,53,110,47,60,6,451
max,53,110,24,3,2,5
min,53,110,24,3,2,5
rnd,53,110,24,3,2,6
max,53,110,46,12,4,13
min,53,110,46,12,4,13
rnd,53,110,46,12,4,13
max,53,110,24,6,2,8
min,53,110,24,6,2,12
rnd,53,110,24,6,2,10
max,53,110,39,12,4,39
min,53,110,39,12,4,74
rnd,53,110,39,12,4,30
max,53,110,18,6,3,12
min,53,110,18,6,3,17
rnd,53,110,18,6,3,15
max,53,110,37,51,5,565
rnd,53,110,37,51,5,2178
max,53,110,49,38,5,106
min,53,110,49,38,5,183
rnd,53,110,49,38,5,157
max,53,110,46,38,4,192
min,53,110,46,38,4,774
rnd,53,110,46,38,4,521
max,53,110,33,16,2,27
min,53,110,33,16,2,51
rnd,53,110,33,16,2,69
max,53,110,43,24,3,56
min,53,110,43,24,3,217
rnd,53,110,43,24,3,208
max,53,110,28,12,2,24
min,53,110,28,12,2,40
rnd,53,110,28,12,2,26
max,53,110,31,8,3,17
min,53,110,31,8,3,27
rnd,53,110,31,8,3,19
max,53,110,40,2,2,3
min,53,110,40,2,2,3
rnd,53,110,40,2,2,3
max,53,110,30,21,3,40
min,53,110,30,21,3,63
rnd,53,110,30,21,3,45
max,53,110,31,12,4,34
min,53,110,31,12,4,50
rnd,53,110,31,12,4,55
max,53,110,25,6,2,16
min,53,110,25,6,2,26
rnd,53,110,25,6,2,19
max,53,110,43,46,6,269
rnd,53,110,43,46,6,377
max,53,110,24,2,2,3
min,53,110,24,2,2,3
rnd,53,110,24,2,2,3
max,53,110,43,36,5,104
min,53,110,43,36,5,936
rnd,53,110,43,36,5,123
max,53,110,38,14,2,34
min,53,110,38,14,2,88
rnd,53,110,38,14,2,47
max,53,110,24,2,2,4
min,53,110,24,2,2,4
rnd,53,110,24,2,2,4
max,53,110,22,3,2,4
min,53,110,22,3,2,7
rnd,53,110,22,3,2,5
max,53,110,10,1,2,2
min,53,110,10,1,2,2
rnd,53,110,10,1,2,2
max,53,110,27,2,2,4
min,53,110,27,2,2,4
rnd,53,110,27,2,2,4
max,53,110,45,16,4,17
min,53,110,45,16,4,42
rnd,53,110,45,16,4,21
max,53,110,24,11,3,16
min,53,110,24,11,3,29
rnd,53,110,24,11,3,30
max,53,110,20,8,3,40
min,53,110,20,8,3,85
rnd,53,110,20,8,3,45
max,53,110,33,11,4,29
min,53,110,33,11,4,43
rnd,53,110,33,11,4,53
max,53,110,24,1,2,2
min,53,110,24,1,2,2
rnd,53,110,24,1,2,2
max,53,110,43,43,3,236
max,53,110,42,28,4,53
min,53,110,42,28,4,316
rnd,53,110,42,28,4,58
max,53,110,13,1,2,2
min,53,110,13,1,2,2
rnd,53,110,13,1,2,2
max,53,110,22,2,2,4
min,53,110,22,2,2,4
rnd,53,110,22,2,2,4
max,53,110,39,13,5,18
min,53,110,39,13,5,40
rnd,53,110,39,13,5,22
max,53,110,23,12,2,22
min,53,110,23,12,2,55
rnd,53,110,23,12,2,30
max,53,110,29,23,4,41
min,53,110,29,23,4,342
rnd,53,110,29,23,4,46
max,53,110,39,38,3,117
min,53,110,39,38,3,435
rnd,53,110,39,38,3,124
max,53,110,46,15,3,28
min,53,110,46,15,3,72
rnd,53,110,46,15,3,29
max,53,110,48,23,6,54
min,53,110,48,23,6,557
rnd,53,110,48,23,6,357
max,53,110,23,16,3,39
min,53,110,23,16,3,114
rnd,53,110,23,16,3,55
max,53,110,43,11,3,29
min,53,110,43,11,3,84
rnd,53,110,43,11,3,52
max,53,110,28,3,2,4
min,53,110,28,3,2,4
rnd,53,110,28,3,2,4
max,53,110,32,20,5,37
min,53,110,32,20,5,242
rnd,53,110,32,20,5,50
max,53,110,24,3,2,7
min,53,110,24,3,2,6
rnd,53,110,24,3,2,6
max,53,110,40,5,2,6
min,53,110,40,5,2,8
rnd,53,110,40,5,2,6
max,53,110,37,7,3,8
min,53,110,37,7,3,26
rnd,53,110,37,7,3,9
max,53,110,15,2,2,3
min,53,110,15,2,2,3
rnd,53,110,15,2,2,3
max,53,110,30,5,3,8
min,53,110,30,5,3,9
rnd,53,110,30,5,3,8
max,53,110,49,13,4,15
min,53,110,49,13,4,21
rnd,53,110,49,13,4,21
max,53,110,30,6,2,7
min,53,110,30,6,2,7
rnd,53,110,30,6,2,7
max,53,110,29,16,4,33
min,53,110,29,16,4,91
rnd,53,110,29,16,4,51
max,53,110,39,4,2,5
min,53,110,39,4,2,5
rnd,53,110,39,4,2,5
max,53,110,37,8,3,17
min,53,110,37,8,3,24
rnd,53,110,37,8,3,15
max,53,110,23,6,2,15
min,53,110,23,6,2,23
rnd,53,110,23,6,2,16
max,53,110,41,48,2,229
rnd,53,110,41,48,2,452
max,53,110,29,6,3,8
min,53,110,29,6,3,8
rnd,53,110,29,6,3,11
max,53,110,43,10,2,20
min,53,110,43,10,2,29
rnd,53,110,43,10,2,24
max,53,110,8,3,2,8
min,53,110,8,3,2,8
rnd,53,110,8,3,2,8
max,53,110,17,4,3,7
min,53,110,17,4,3,10
rnd,53,110,17,4,3,8
max,53,110,38,9,2,13
min,53,110,38,9,2,27
rnd,53,110,38,9,2,19
max,53,110,27,7,3,14
min,53,110,27,7,3,18
rnd,53,110,27,7,3,13
max,53,110,27,12,3,23
min,53,110,27,12,3,41
rnd,53,110,27,12,3,32
max,53,110,47,24,6,299
rnd,53,110,47,24,6,487
max,53,110,30,12,2,13
min,53,110,30,12,2,47
rnd,53,110,30,12,2,24
max,53,110,14,1,2,2
min,53,110,14,1,2,2
rnd,53,110,14,1,2,2
max,53,110,19,9,3,38
min,53,110,19,9,3,101
rnd,53,110,19,9,3,42
max,53,110,17,4,2,7
min,53,110,17,4,2,8
rnd,53,110,17,4,2,12
max,53,110,43,51,6,443
rnd,53,110,43,51,6,838
max,53,110,34,9,3,11
min,53,110,34,9,3,20
rnd,53,110,34,9,3,19
max,53,110,37,12,2,16
min,53,110,37,12,2,62
rnd,53,110,37,12,2,29
max,53,110,46,63,5,716
max,53,110,29,6,2,7
min,53,110,29,6,2,14
rnd,53,110,29,6,2,10
max,53,110,48,5,3,6
min,53,110,48,5,3,6
rnd,53,110,48,5,3,6
max,53,110,33,18,4,41
min,53,110,33,18,4,169
rnd,53,110,33,18,4,53
max,53,110,7,4,3,7
min,53,110,7,4,3,9
rnd,53,110,7,4,3,9
max,53,110,44,27,6,90
min,53,110,44,27,6,745
rnd,53,110,44,27,6,202
max,53,110,21,14,4,29
min,53,110,21,14,4,43
rnd,53,110,21,14,4,38
max,53,110,21,2,2,4
min,53,110,21,2,2,4
rnd,53,110,21,2,2,4
max,53,110,7,1,2,2
min,53,110,7,1,2,2
rnd,53,110,7,1,2,2
max,53,110,49,57,4,66
min,53,110,49,57,4,854
rnd,53,110,49,57,4,260
max,53,110,29,8,3,9
min,53,110,29,8,3,9
rnd,53,110,29,8,3,9
max,53,110,44,6,2,10
min,53,110,44,6,2,20
rnd,53,110,44,6,2,8
max,53,110,18,4,3,6
min,53,110,18,4,3,6
rnd,53,110,18,4,3,7
max,53,110,16,5,2,6
min,53,110,16,5,2,8
rnd,53,110,16,5,2,6
max,53,110,44,35,5,208
min,53,110,44,35,5,953
rnd,53,110,44,35,5,701
max,53,110,36,3,2,5
min,53,110,36,3,2,6
rnd,53,110,36,3,2,6
max,53,110,27,12,2,56
min,53,110,27,12,2,89
rnd,53,110,27,12,2,59
max,53,110,19,2,2,3
min,53,110,19,2,2,3
rnd,53,110,19,2,2,3
max,53,110,38,15,4,32
min,53,110,38,15,4,184
rnd,53,110,38,15,4,105
max,53,110,36,4,2,5
min,53,110,36,4,2,5
rnd,53,110,36,4,2,5
max,53,110,17,6,2,21
min,53,110,17,6,2,27
rnd,53,110,17,6,2,18
max,53,110,19,1,2,2
min,53,110,19,1,2,2
rnd,53,110,19,1,2,2
max,53,110,45,12,4,53
min,53,110,45,12,4,89
rnd,53,110,45,12,4,68
max,53,110,34,33,5,187
min,53,110,34,33,5,278
rnd,53,110,34,33,5,310
max,53,110,35,17,4,38
min,53,110,35,17,4,105
rnd,53,110,35,17,4,41
max,53,110,25,8,2,13
min,53,110,25,8,2,22
rnd,53,110,25,8,2,22
max,53,110,42,10,2,21
min,53,110,42,10,2,36
rnd,53,110,42,10,2,40
max,53,110,16,7,2,19
min,53,110,16,7,2,30
rnd,53,110,16,7,2,29
max,53,110,42,5,2,7
min,53,110,42,5,2,9
rnd,53,110,42,5,2,9
max,53,110,47,38,4,344
max,53,110,19,5,3,7
min,53,110,19,5,3,7
rnd,53,110,19,5,3,8
max,53,110,32,10,3,16
min,53,110,32,10,3,22
rnd,53,110,32,10,3,20
max,53,110,30,9,5,18
min,53,110,30,9,5,15
rnd,53,110,30,9,5,10
max,53,110,26,19,4,100
min,53,110,26,19,4,354
rnd,53,110,26,19,4,200
max,53,110,38,2,2,3
min,53,110,38,2,2,3
rnd,53,110,38,2,2,3
max,53,110,35,42,4,111
min,53,110,35,42,4,625
rnd,53,110,35,42,4,228
max,53,110,34,22,4,195
min,53,110,34,22,4,611
rnd,53,110,34,22,4,400
max,53,110,48,11,3,26
min,53,110,48,11,3,48
rnd,53,110,48,11,3,25
max,53,110,30,3,2,4
min,53,110,30,3,2,4
rnd,53,110,30,3,2,4
max,53,110,45,39,5,121
min,53,110,45,39,5,129
rnd,53,110,45,39,5,107
max,53,110,45,34,4,499
min,53,110,45,34,4,1002
rnd,53,110,45,34,4,349
max,53,110,37,6,3,7
min,53,110,37,6,3,12
rnd,53,110,37,6,3,9
max,53,110,33,19,3,41
min,53,110,33,19,3,202
rnd,53,110,33,19,3,94
max,53,110,15,7,3,29
min,53,110,15,7,3,38
rnd,53,110,15,7,3,35
max,53,110,20,1,2,2
min,53,110,20,1,2,2
rnd,53,110,20,1,2,2
max,53,110,20,3,2,8
min,53,110,20,3,2,8
rnd,53,110,20,3,2,8
max,53,110,21,5,3,6
min,53,110,21,5,3,10
rnd,53,110,21,5,3,7
max,53,110,44,15,3,48
min,53,110,44,15,3,123
rnd,53,110,44,15,3,107
max,53,110,24,8,3,12
min,53,110,24,8,3,12
rnd,53,110,24,8,3,12
max,53,110,38,9,3,14
min,53,110,38,9,3,22
rnd,53,110,38,9,3,16
max,53,110,27,20,3,68
min,53,110,27,20,3,119
rnd,53,110,27,20,3,113
max,53,110,26,2,2,3
min,53,110,26,2,2,3
rnd,53,110,26,2,2,3
max,53,110,39,29,5,72
min,53,110,39,29,5,499
rnd,53,110,39,29,5,78
max,53,110,45,21,3,55
min,53,110,45,21,3,94
rnd,53,110,45,21,3,86
max,53,110,6,1,2,2
min,53,110,6,1,2,2
rnd,53,110,6,1,2,2
max,53,110,39,11,4,16
min,53,110,39,11,4,34
rnd,53,110,39,11,4,20
max,53,110,34,139,4,405
rnd,53,110,34,139,4,1323
max,53,110,39,7,2,8
min,53,110,39,7,2,20
rnd,53,110,39,7,2,14
max,53,110,29,10,3,24
min,53,110,29,10,3,18
rnd,53,110,29,10,3,23
max,53,110,47,58,4,383
rnd,53,110,47,58,4,670
max,53,110,30,5,2,7
min,53,110,30,5,2,8
rnd,53,110,30,5,2,7
max,53,110,33,44,3,361
rnd,53,110,33,44,3,1613
max,53,110,42,7,3,8
min,53,110,42,7,3,12
rnd,53,110,42,7,3,14
max,53,110,34,41,5,236
rnd,53,110,34,41,5,810
max,53,110,15,2,2,4
min,53,110,15,2,2,4
rnd,53,110,15,2,2,4
max,53,110,44,31,4,183
min,53,110,44,31,4,352
rnd,53,110,44,31,4,88
max,53,110,44,7,2,8
min,53,110,44,7,2,8
rnd,53,110,44,7,2,8
max,53,110,25,12,4,28
min,53,110,25,12,4,51
rnd,53,110,25,12,4,38
max,53,110,31,18,5,68
min,53,110,31,18,5,741
rnd,53,110,31,18,5,730
max,53,110,25,1,2,2
min,53,110,25,1,2,2
rnd,53,110,25,1,2,2
max,53,110,27,4,2,8
min,53,110,27,4,2,8
rnd,53,110,27,4,2,7
max,53,110,36,60,4,271
max,53,110,46,94,5,830
max,53,110,14,3,3,6
min,53,110,14,3,3,6
rnd,53,110,14,3,3,6
max,53,110,32,10,3,19
min,53,110,32,10,3,27
rnd,53,110,32,10,3,22
max,53,110,38,36,4,128
min,53,110,38,36,4,592
rnd,53,110,38,36,4,272
max,53,110,38,57,4,226
min,53,110,38,57,4,1288
rnd,53,110,38,57,4,404
max,53,110,38,38,5,181
min,53,110,38,38,5,776
rnd,53,110,38,38,5,279
max,53,110,23,4,3,8
min,53,110,23,4,3,9
rnd,53,110,23,4,3,7
max,53,110,23,11,4,25
min,53,110,23,11,4,43
rnd,53,110,23,11,4,32
max,53,110,44,1,2,2
min,53,110,44,1,2,2
rnd,53,110,44,1,2,2
max,53,110,44,28,4,114
min,53,110,44,28,4,359
rnd,53,110,44,28,4,186
max,53,110,32,8,2,11
min,53,110,32,8,2,25
rnd,53,110,32,8,2,18
max,53,110,26,7,4,10
min,53,110,26,7,4,10
rnd,53,110,26,7,4,10
max,53,110,43,8,2,13
min,53,110,43,8,2,29
rnd,53,110,43,8,2,22
max,53,110,32,3,2,4
min,53,110,32,3,2,4
rnd,53,110,32,3,2,4
max,53,110,37,95,5,442
max,53,110,28,27,3,33
min,53,110,28,27,3,115
rnd,53,110,28,27,3,56
max,53,110,34,15,2,30
min,53,110,34,15,2,65
rnd,53,110,34,15,2,40
max,53,110,47,17,4,24
min,53,110,47,17,4,56
rnd,53,110,47,17,4,30
max,53,110,15,8,3,11
min,53,110,15,8,3,36
rnd,53,110,15,8,3,23
max,53,110,28,11,2,13
min,53,110,28,11,2,27
rnd,53,110,28,11,2,28
max,53,110,16,2,2,3
min,53,110,16,2,2,3
rnd,53,110,16,2,2,3
max,53,110,34,11,3,15
min,53,110,34,11,3,23
rnd,53,110,34,11,3,22
max,53,110,42,9,3,11
min,53,110,42,9,3,19
rnd,53,110,42,9,3,15
max,53,110,25,15,2,38
min,53,110,25,15,2,57
rnd,53,110,25,15,2,48
max,53,110,10,1,2,2
min,53,110,10,1,2,2
rnd,53,110,10,1,2,2
max,53,110,42,42,5,153
min,53,110,42,42,5,1193
rnd,53,110,42,42,5,342
max,53,110,36,91,5,386
max,53,110,46,11,4,15
min,53,110,46,11,4,39
rnd,53,110,46,11,4,21
max,53,110,39,4,2,5
min,53,110,39,4,2,5
rnd,53,110,39,4,2,5
max,53,110,19,12,2,27
min,53,110,19,12,2,55
rnd,53,110,19,12,2,43
max,53,110,11,2,2,3
min,53,110,11,2,2,3
rnd,53,110,11,2,2,3
max,53,110,35,3,2,5
min,53,110,35,3,2,6
rnd,53,110,35,3,2,6
max,53,110,35,36,5,412
rnd,53,110,35,36,5,1471
max,53,110,41,25,5,102
min,53,110,41,25,5,49
rnd,53,110,41,25,5,56
max,53,110,23,3,2,5
min,53,110,23,3,2,5
rnd,53,110,23,3,2,5
max,53,110,28,5,2,6
min,53,110,28,5,2,10
rnd,53,110,28,5,2,7
max,53,110,42,14,3,21
min,53,110,42,14,3,26
rnd,53,110,42,14,3,30
max,53,110,28,4,3,7
min,53,110,28,4,3,10
rnd,53,110,28,4,3,8
max,53,110,28,4,2,5
min,53,110,28,4,2,5
rnd,53,110,28,4,2,5
max,53,110,31,13,4,62
min,53,110,31,13,4,278
rnd,53,110,31,13,4,92
max,53,110,44,39,4,280
rnd,53,110,44,39,4,577
max,53,110,39,30,5,118
min,53,110,39,30,5,489
rnd,53,110,39,30,5,818
max,53,110,31,12,3,30
min,53,110,31,12,3,36
rnd,53,110,31,12,3,31
max,53,110,13,3,2,4
min,53,110,13,3,2,4
rnd,53,110,13,3,2,4
max,53,110,32,3,2,4
min,53,110,32,3,2,4
rnd,53,110,32,3,2,4
max,53,110,41,7,3,9
min,53,110,41,7,3,12
rnd,53,110,41,7,3,11
max,53,110,49,61,6,126
min,53,110,49,61,6,2049
rnd,53,110,49,61,6,363
max,53,110,23,1,2,2
min,53,110,23,1,2,2
rnd,53,110,23,1,2,2
max,53,110,41,14,4,32
min,53,110,41,14,4,142
rnd,53,110,41,14,4,36
max,53,110,39,15,4,49
min,53,110,39,15,4,387
rnd,53,110,39,15,4,116
max,53,110,25,16,3,23
min,53,110,25,16,3,42
rnd,53,110,25,16,3,29
max,53,110,33,10,4,21
min,53,110,33,10,4,58
rnd,53,110,33,10,4,46
max,53,110,22,23,3,98
min,53,110,22,23,3,245
rnd,53,110,22,23,3,216
max,53,110,44,45,7,174
rnd,53,110,44,45,7,505
max,53,110,50,15,4,30
min,53,110,50,15,4,57
rnd,53,110,50,15,4,40
max,53,110,40,33,5,196
min,53,110,40,33,5,907
rnd,53,110,40,33,5,336
max,53,110,2,1,2,2
min,53,110,2,1,2,2
rnd,53,110,2,1,2,2
max,53,110,29,9,4,22
min,53,110,29,9,4,14
rnd,53,110,29,9,4,30
max,53,110,35,20,3,51
min,53,110,35,20,3,107
rnd,53,110,35,20,3,86
max,53,110,27,1,2,2
min,53,110,27,1,2,2
rnd,53,110,27,1,2,2
max,53,110,44,42,4,112
min,53,110,44,42,4,361
rnd,53,110,44,42,4,331
max,53,110,23,3,3,4
min,53,110,23,3,3,4
rnd,53,110,23,3,3,4
max,53,110,22,9,3,31
min,53,110,22,9,3,78
rnd,53,110,22,9,3,42
max,53,110,27,13,4,52
min,53,110,27,13,4,175
rnd,53,110,27,13,4,227
max,53,110,48,21,3,30
min,53,110,48,21,3,57
rnd,53,110,48,21,3,37
max,53,110,26,47,3,108
min,53,110,26,47,3,862
rnd,53,110,26,47,3,194
max,53,110,22,4,3,5
min,53,110,22,4,3,7
rnd,53,110,22,4,3,5
max,53,110,32,24,2,81
min,53,110,32,24,2,191
rnd,53,110,32,24,2,166
max,53,110,36,43,5,122
rnd,53,110,36,43,5,425
max,53,110,38,14,2,31
min,53,110,38,14,2,65
rnd,53,110,38,14,2,48
max,53,110,48,89,4,1033
max,53,110,31,25,3,48
min,53,110,31,25,3,208
rnd,53,110,31,25,3,148
max,53,110,34,1,2,2
min,53,110,34,1,2,2
rnd,53,110,34,1,2,2
