type,n,m,t,otps,cmps,iters
max,68,115,40,8,2,16
min,68,115,40,8,2,42
rnd,68,115,40,8,2,19
max,68,115,39,17,4,22
min,68,115,39,17,4,544
rnd,68,115,39,17,4,45
max,68,115,31,6,2,12
min,68,115,31,6,2,13
rnd,68,115,31,6,2,12
max,68,115,25,2,2,3
min,68,115,25,2,2,4
rnd,68,115,25,2,2,4
max,68,115,15,9,2,20
min,68,115,15,9,2,34
rnd,68,115,15,9,2,24
max,68,115,28,11,4,28
min,68,115,28,11,4,302
rnd,68,115,28,11,4,204
max,68,115,17,4,2,7
min,68,115,17,4,2,11
rnd,68,115,17,4,2,11
max,68,115,35,3,2,4
min,68,115,35,3,2,6
rnd,68,115,35,3,2,4
max,68,115,31,3,2,5
min,68,115,31,3,2,8
rnd,68,115,31,3,2,6
max,68,115,39,34,4,165
max,68,115,29,17,5,70
rnd,68,115,29,17,5,172
max,68,115,39,20,4,55
rnd,68,115,39,20,4,680
max,68,115,38,51,4,137
rnd,68,115,38,51,4,393
max,68,115,28,6,3,15
min,68,115,28,6,3,62
rnd,68,115,28,6,3,23
max,68,115,36,12,3,16
min,68,115,36,12,3,65
rnd,68,115,36,12,3,29
max,68,115,21,2,2,3
min,68,115,21,2,2,4
rnd,68,115,21,2,2,4
max,68,115,31,3,2,4
min,68,115,31,3,2,4
rnd,68,115,31,3,2,4
max,68,115,23,3,2,4
min,68,115,23,3,2,4
rnd,68,115,23,3,2,4
max,68,115,34,7,2,9
min,68,115,34,7,2,10
rnd,68,115,34,7,2,11
max,68,115,26,2,2,3
min,68,115,26,2,2,4
rnd,68,115,26,2,2,4
max,68,115,34,5,2,6
min,68,115,34,5,2,6
rnd,68,115,34,5,2,6
max,68,115,40,27,5,67
min,68,115,40,27,5,683
rnd,68,115,40,27,5,170
max,68,115,23,3,2,4
min,68,115,23,3,2,4
rnd,68,115,23,3,2,4
max,68,115,38,19,4,50
min,68,115,38,19,4,300
rnd,68,115,38,19,4,46
max,68,115,29,7,3,9
min,68,115,29,7,3,18
rnd,68,115,29,7,3,15
max,68,115,29,12,3,26
min,68,115,29,12,3,980
rnd,68,115,29,12,3,236
max,68,115,15,4,2,5
min,68,115,15,4,2,8
rnd,68,115,15,4,2,10
max,68,115,31,12,2,25
min,68,115,31,12,2,50
rnd,68,115,31,12,2,39
max,68,115,37,8,3,11
min,68,115,37,8,3,33
rnd,68,115,37,8,3,22
max,68,115,33,10,2,19
min,68,115,33,10,2,54
rnd,68,115,33,10,2,53
max,68,115,37,6,2,7
min,68,115,37,6,2,10
rnd,68,115,37,6,2,7
max,68,115,36,9,2,13
min,68,115,36,9,2,64
rnd,68,115,36,9,2,37
max,68,115,24,6,2,7
min,68,115,24,6,2,17
rnd,68,115,24,6,2,11
max,68,115,34,8,3,10
min,68,115,34,8,3,15
rnd,68,115,34,8,3,10
max,68,115,21,4,2,5
min,68,115,21,4,2,7
rnd,68,115,21,4,2,5
max,68,115,38,7,2,9
min,68,115,38,7,2,29
rnd,68,115,38,7,2,32
max,68,115,32,7,2,8
min,68,115,32,7,2,15
rnd,68,115,32,7,2,8
max,68,115,12,2,2,4
min,68,115,12,2,2,4
rnd,68,115,12,2,2,4
max,68,115,37,8,2,14
min,68,115,37,8,2,22
rnd,68,115,37,8,2,15
max,68,115,20,5,2,6
min,68,115,20,5,2,6
rnd,68,115,20,5,2,6
max,68,115,20,7,2,8
min,68,115,20,7,2,9
rnd,68,115,20,7,2,8
max,68,115,31,8,2,13
min,68,115,31,8,2,29
rnd,68,115,31,8,2,14
max,68,115,34,11,4,27
min,68,115,34,11,4,32
rnd,68,115,34,11,4,41
max,68,115,16,6,2,9
min,68,115,16,6,2,15
rnd,68,115,16,6,2,9
max,68,115,39,10,3,25
min,68,115,39,10,3,21
rnd,68,115,39,10,3,41
max,68,115,33,13,3,33
min,68,115,33,13,3,230
rnd,68,115,33,13,3,85
max,68,115,17,4,2,5
min,68,115,17,4,2,7
rnd,68,115,17,4,2,5
max,68,115,37,19,4,45
min,68,115,37,19,4,1372
rnd,68,115,37,19,4,781
max,68,115,27,7,2,13
min,68,115,27,7,2,26
rnd,68,115,27,7,2,14
max,68,115,38,20,3,22
min,68,115,38,20,3,54
rnd,68,115,38,20,3,42
max,68,115,37,29,4,70
rnd,68,115,37,29,4,65
max,68,115,17,4,2,6
min,68,115,17,4,2,10
rnd,68,115,17,4,2,7
max,68,115,13,2,2,3
min,68,115,13,2,2,4
rnd,68,115,13,2,2,4
max,68,115,34,11,3,25
min,68,115,34,11,3,196
rnd,68,115,34,11,3,31
max,68,115,32,25,4,395
max,68,115,32,13,2,24
min,68,115,32,13,2,224
rnd,68,115,32,13,2,30
max,68,115,37,39,5,172
rnd,68,115,37,39,5,214
max,68,115,40,8,2,16
min,68,115,40,8,2,32
rnd,68,115,40,8,2,34
max,68,115,39,22,3,53
min,68,115,39,22,3,693
rnd,68,115,39,22,3,131
max,68,115,39,14,2,15
min,68,115,39,14,2,159
rnd,68,115,39,14,2,29
max,68,115,33,10,3,32
min,68,115,33,10,3,228
rnd,68,115,33,10,3,53
max,68,115,29,8,2,14
min,68,115,29,8,2,29
rnd,68,115,29,8,2,16
max,68,115,40,47,5,119
rnd,68,115,40,47,5,228
max,68,115,36,20,4,123
rnd,68,115,36,20,4,421
max,68,115,23,3,2,6
min,68,115,23,3,2,8
rnd,68,115,23,3,2,6
max,68,115,38,44,5,325
rnd,68,115,38,44,5,805
max,68,115,38,23,3,53
min,68,115,38,23,3,1660
rnd,68,115,38,23,3,113
max,68,115,11,2,2,3
min,68,115,11,2,2,4
rnd,68,115,11,2,2,4
max,68,115,40,20,4,150
max,68,115,28,6,3,8
min,68,115,28,6,3,17
rnd,68,115,28,6,3,12
max,68,115,26,4,2,5
min,68,115,26,4,2,5
rnd,68,115,26,4,2,5
max,68,115,16,4,2,7
min,68,115,16,4,2,12
rnd,68,115,16,4,2,7
max,68,115,29,5,2,7
min,68,115,29,5,2,9
rnd,68,115,29,5,2,7
max,68,115,22,3,2,7
min,68,115,22,3,2,8
rnd,68,115,22,3,2,6
max,68,115,30,9,2,13
min,68,115,30,9,2,32
rnd,68,115,30,9,2,18
max,68,115,34,6,3,14
min,68,115,34,6,3,37
rnd,68,115,34,6,3,30
max,68,115,34,9,2,18
min,68,115,34,9,2,97
rnd,68,115,34,9,2,24
max,68,115,32,8,3,9
min,68,115,32,8,3,25
rnd,68,115,32,8,3,20
max,68,115,30,6,2,10
min,68,115,30,6,2,17
rnd,68,115,30,6,2,26
max,68,115,32,11,3,47
min,68,115,32,11,3,187
rnd,68,115,32,11,3,59
max,68,115,33,3,2,4
min,68,115,33,3,2,6
rnd,68,115,33,3,2,5
max,68,115,26,2,2,3
min,68,115,26,2,2,4
rnd,68,115,26,2,2,4
max,68,115,24,6,3,8
min,68,115,24,6,3,15
rnd,68,115,24,6,3,10
max,68,115,36,3,2,4
min,68,115,36,3,2,7
rnd,68,115,36,3,2,5
max,68,115,34,17,3,61
min,68,115,34,17,3,199
rnd,68,115,34,17,3,247
max,68,115,36,6,2,8
min,68,115,36,6,2,12
rnd,68,115,36,6,2,8
max,68,115,34,12,3,15
min,68,115,34,12,3,71
rnd,68,115,34,12,3,48
max,68,115,25,3,2,4
min,68,115,25,3,2,4
rnd,68,115,25,3,2,4
max,68,115,37,3,2,4
min,68,115,37,3,2,4
rnd,68,115,37,3,2,4
max,68,115,33,7,3,8
min,68,115,33,7,3,8
rnd,68,115,33,7,3,8
max,68,115,15,2,2,3
min,68,115,15,2,2,3
rnd,68,115,15,2,2,3
max,68,115,38,21,3,35
min,68,115,38,21,3,1256
rnd,68,115,38,21,3,152
max,68,115,30,4,2,6
min,68,115,30,4,2,6
rnd,68,115,30,4,2,7
max,68,115,12,3,2,5
min,68,115,12,3,2,8
rnd,68,115,12,3,2,5
max,68,115,29,4,2,5
min,68,115,29,4,2,9
rnd,68,115,29,4,2,8
max,68,115,30,3,2,5
min,68,115,30,3,2,6
rnd,68,115,30,3,2,5
max,68,115,35,14,3,27
min,68,115,35,14,3,90
rnd,68,115,35,14,3,47
max,68,115,24,9,2,22
min,68,115,24,9,2,83
rnd,68,115,24,9,2,127
max,68,115,21,3,2,4
min,68,115,21,3,2,4
rnd,68,115,21,3,2,4
max,68,115,37,6,2,10
min,68,115,37,6,2,44
rnd,68,115,37,6,2,31
max,68,115,16,4,2,5
min,68,115,16,4,2,5
rnd,68,115,16,4,2,5
max,68,115,38,8,3,12
min,68,115,38,8,3,11
rnd,68,115,38,8,3,10
max,68,115,25,9,3,10
min,68,115,25,9,3,12
rnd,68,115,25,9,3,12
max,68,115,15,2,2,3
min,68,115,15,2,2,4
rnd,68,115,15,2,2,3
max,68,115,20,2,2,3
min,68,115,20,2,2,4
rnd,68,115,20,2,2,4
max,68,115,24,14,4,60
min,68,115,24,14,4,411
rnd,68,115,24,14,4,265
max,68,115,18,12,2,21
min,68,115,18,12,2,28
rnd,68,115,18,12,2,28
max,68,115,32,34,3,61
min,68,115,32,34,3,970
rnd,68,115,32,34,3,163
max,68,115,33,15,4,62
min,68,115,33,15,4,700
rnd,68,115,33,15,4,614
max,68,115,14,2,2,3
min,68,115,14,2,2,4
rnd,68,115,14,2,2,4
max,68,115,25,3,2,6
min,68,115,25,3,2,6
rnd,68,115,25,3,2,7
max,68,115,22,3,2,4
min,68,115,22,3,2,7
rnd,68,115,22,3,2,5
max,68,115,27,3,2,4
min,68,115,27,3,2,5
rnd,68,115,27,3,2,4
max,68,115,31,7,2,15
min,68,115,31,7,2,39
rnd,68,115,31,7,2,17
max,68,115,39,8,4,9
min,68,115,39,8,4,16
rnd,68,115,39,8,4,10
max,68,115,26,9,3,20
min,68,115,26,9,3,19
rnd,68,115,26,9,3,18
max,68,115,40,7,2,8
min,68,115,40,7,2,18
rnd,68,115,40,7,2,12
max,68,115,33,26,4,70
min,68,115,33,26,4,1104
rnd,68,115,33,26,4,56
max,68,115,27,5,2,6
min,68,115,27,5,2,12
rnd,68,115,27,5,2,7
max,68,115,36,24,4,64
min,68,115,36,24,4,453
rnd,68,115,36,24,4,293
max,68,115,33,15,4,19
min,68,115,33,15,4,159
rnd,68,115,33,15,4,126
max,68,115,23,9,3,16
min,68,115,23,9,3,38
rnd,68,115,23,9,3,22
max,68,115,33,5,2,7
min,68,115,33,5,2,22
rnd,68,115,33,5,2,21
max,68,115,40,22,4,40
rnd,68,115,40,22,4,64
max,68,115,38,5,2,11
min,68,115,38,5,2,32
rnd,68,115,38,5,2,17
max,68,115,31,4,2,5
min,68,115,31,4,2,5
rnd,68,115,31,4,2,5
max,68,115,36,3,2,4
min,68,115,36,3,2,4
rnd,68,115,36,3,2,4
max,68,115,11,2,2,4
min,68,115,11,2,2,4
rnd,68,115,11,2,2,4
max,68,115,26,2,2,3
min,68,115,26,2,2,4
rnd,68,115,26,2,2,3
max,68,115,31,21,4,232
min,68,115,31,21,4,1047
rnd,68,115,31,21,4,371
max,68,115,38,7,2,8
min,68,115,38,7,2,8
rnd,68,115,38,7,2,8
max,68,115,34,10,2,20
min,68,115,34,10,2,112
rnd,68,115,34,10,2,33
max,68,115,33,7,3,10
min,68,115,33,7,3,32
rnd,68,115,33,7,3,14
max,68,115,38,8,2,16
min,68,115,38,8,2,36
rnd,68,115,38,8,2,18
max,68,115,33,8,3,21
min,68,115,33,8,3,93
rnd,68,115,33,8,3,32
max,68,115,31,4,2,9
min,68,115,31,4,2,8
rnd,68,115,31,4,2,8
max,68,115,40,5,2,8
min,68,115,40,5,2,8
rnd,68,115,40,5,2,9
max,68,115,32,17,5,18
min,68,115,32,17,5,47
rnd,68,115,32,17,5,41
max,68,115,35,7,2,8
min,68,115,35,7,2,26
rnd,68,115,35,7,2,18
max,68,115,26,9,3,13
min,68,115,26,9,3,30
rnd,68,115,26,9,3,23
max,68,115,40,31,5,389
max,68,115,36,14,4,15
min,68,115,36,14,4,18
rnd,68,115,36,14,4,16
max,68,115,29,4,2,8
min,68,115,29,4,2,16
rnd,68,115,29,4,2,12
max,68,115,34,3,2,4
min,68,115,34,3,2,4
rnd,68,115,34,3,2,4
max,68,115,40,21,4,69
min,68,115,40,21,4,873
rnd,68,115,40,21,4,457
max,68,115,40,13,2,22
min,68,115,40,13,2,49
rnd,68,115,40,13,2,34
max,68,115,19,4,2,5
min,68,115,19,4,2,9
rnd,68,115,19,4,2,9
max,68,115,20,4,2,5
min,68,115,20,4,2,5
rnd,68,115,20,4,2,5
max,68,115,31,3,2,4
min,68,115,31,3,2,8
rnd,68,115,31,3,2,4
max,68,115,28,26,4,64
min,68,115,28,26,4,240
rnd,68,115,28,26,4,179
max,68,115,40,13,3,31
min,68,115,40,13,3,276
rnd,68,115,40,13,3,75
max,68,115,32,15,3,78
min,68,115,32,15,3,890
rnd,68,115,32,15,3,444
max,68,115,40,19,3,26
min,68,115,40,19,3,34
rnd,68,115,40,19,3,41
max,68,115,28,2,2,3
min,68,115,28,2,2,4
rnd,68,115,28,2,2,4
max,68,115,40,40,6,190
max,68,115,25,5,2,7
min,68,115,25,5,2,9
rnd,68,115,25,5,2,9
max,68,115,29,5,2,7
min,68,115,29,5,2,26
rnd,68,115,29,5,2,12
max,68,115,29,8,2,13
min,68,115,29,8,2,30
rnd,68,115,29,8,2,18
max,68,115,23,3,2,4
min,68,115,23,3,2,6
rnd,68,115,23,3,2,4
max,68,115,31,11,3,27
min,68,115,31,11,3,43
rnd,68,115,31,11,3,34
max,68,115,36,11,3,19
min,68,115,36,11,3,35
rnd,68,115,36,11,3,30
max,68,115,20,4,2,5
min,68,115,20,4,2,9
rnd,68,115,20,4,2,8
max,68,115,26,2,2,3
min,68,115,26,2,2,3
rnd,68,115,26,2,2,3
max,68,115,35,9,2,16
min,68,115,35,9,2,47
rnd,68,115,35,9,2,21
max,68,115,16,6,2,11
min,68,115,16,6,2,40
rnd,68,115,16,6,2,15
max,68,115,38,9,3,28
min,68,115,38,9,3,140
rnd,68,115,38,9,3,72
max,68,115,32,13,3,31
min,68,115,32,13,3,99
rnd,68,115,32,13,3,40
max,68,115,20,10,2,22
min,68,115,20,10,2,36
rnd,68,115,20,10,2,25
max,68,115,24,3,2,7
min,68,115,24,3,2,6
rnd,68,115,24,3,2,6
max,68,115,28,11,3,96
min,68,115,28,11,3,222
rnd,68,115,28,11,3,116
max,68,115,37,10,4,15
min,68,115,37,10,4,63
rnd,68,115,37,10,4,74
max,68,115,20,11,3,15
min,68,115,20,11,3,66
rnd,68,115,20,11,3,32
max,68,115,36,3,2,4
min,68,115,36,3,2,4
rnd,68,115,36,3,2,4
max,68,115,33,2,2,3
min,68,115,33,2,2,3
rnd,68,115,33,2,2,3
max,68,115,20,4,2,7
min,68,115,20,4,2,12
rnd,68,115,20,4,2,10
max,68,115,38,18,5,187
rnd,68,115,38,18,5,604
max,68,115,35,26,2,49
min,68,115,35,26,2,80
rnd,68,115,35,26,2,55
max,68,115,39,15,4,46
min,68,115,39,15,4,376
rnd,68,115,39,15,4,86
max,68,115,38,12,2,32
min,68,115,38,12,2,196
rnd,68,115,38,12,2,66
max,68,115,39,26,5,75
rnd,68,115,39,26,5,702
max,68,115,39,16,2,31
min,68,115,39,16,2,86
rnd,68,115,39,16,2,44
max,68,115,33,6,2,12
min,68,115,33,6,2,44
rnd,68,115,33,6,2,35
max,68,115,34,13,4,19
min,68,115,34,13,4,72
rnd,68,115,34,13,4,26
max,68,115,37,4,2,5
min,68,115,37,4,2,5
rnd,68,115,37,4,2,5
max,68,115,40,14,3,21
min,68,115,40,14,3,104
rnd,68,115,40,14,3,47
max,68,115,33,25,5,293
min,68,115,33,25,5,1399
rnd,68,115,33,25,5,255
max,68,115,34,2,2,3
min,68,115,34,2,2,4
rnd,68,115,34,2,2,4
max,68,115,38,15,3,25
min,68,115,38,15,3,64
rnd,68,115,38,15,3,38
max,68,115,26,18,2,27
min,68,115,26,18,2,502
rnd,68,115,26,18,2,152
max,68,115,38,13,3,18
min,68,115,38,13,3,159
rnd,68,115,38,13,3,49
max,68,115,38,6,2,10
min,68,115,38,6,2,35
rnd,68,115,38,6,2,13
max,68,115,40,43,4,107
max,68,115,35,44,6,78
min,68,115,35,44,6,428
rnd,68,115,35,44,6,128
max,68,115,27,3,2,6
min,68,115,27,3,2,8
rnd,68,115,27,3,2,7
max,68,115,40,17,3,52
min,68,115,40,17,3,227
rnd,68,115,40,17,3,53
max,68,115,39,15,4,42
min,68,115,39,15,4,669
rnd,68,115,39,15,4,148
max,68,115,40,28,3,47
min,68,115,40,28,3,531
rnd,68,115,40,28,3,81
max,68,115,23,2,2,3
min,68,115,23,2,2,3
rnd,68,115,23,2,2,3
max,68,115,21,4,2,5
min,68,115,21,4,2,5
rnd,68,115,21,4,2,5
max,68,115,31,10,2,28
min,68,115,31,10,2,30
rnd,68,115,31,10,2,28
max,68,115,23,9,3,75
min,68,115,23,9,3,135
rnd,68,115,23,9,3,89
max,68,115,34,9,2,16
min,68,115,34,9,2,25
rnd,68,115,34,9,2,15
max,68,115,29,4,2,5
min,68,115,29,4,2,7
rnd,68,115,29,4,2,5
max,68,115,25,15,4,18
min,68,115,25,15,4,23
rnd,68,115,25,15,4,27
max,68,115,13,2,2,3
min,68,115,13,2,2,4
rnd,68,115,13,2,2,4
max,68,115,35,6,2,10
min,68,115,35,6,2,22
rnd,68,115,35,6,2,15
max,68,115,36,10,3,58
min,68,115,36,10,3,224
rnd,68,115,36,10,3,90
max,68,115,32,8,2,14
min,68,115,32,8,2,36
rnd,68,115,32,8,2,29
max,68,115,34,30,5,41
min,68,115,34,30,5,751
rnd,68,115,34,30,5,244
max,68,115,35,33,4,71
rnd,68,115,35,33,4,1037
max,68,115,37,9,3,55
min,68,115,37,9,3,106
rnd,68,115,37,9,3,117
max,68,115,40,15,3,17
min,68,115,40,15,3,58
rnd,68,115,40,15,3,37
max,68,115,30,6,3,8
min,68,115,30,6,3,23
rnd,68,115,30,6,3,14
max,68,115,36,16,2,31
min,68,115,36,16,2,472
rnd,68,115,36,16,2,85
max,68,115,39,13,3,23
min,68,115,39,13,3,128
rnd,68,115,39,13,3,52
max,68,115,38,6,2,8
min,68,115,38,6,2,17
rnd,68,115,38,6,2,10
max,68,115,33,7,2,8
min,68,115,33,7,2,23
rnd,68,115,33,7,2,18
max,68,115,38,13,3,57
min,68,115,38,13,3,137
rnd,68,115,38,13,3,113
max,68,115,40,3,2,4
min,68,115,40,3,2,8
rnd,68,115,40,3,2,5
max,68,115,18,2,2,3
min,68,115,18,2,2,4
rnd,68,115,18,2,2,3
max,68,115,30,20,3,47
min,68,115,30,20,3,134
rnd,68,115,30,20,3,58
max,68,115,38,18,3,33
min,68,115,38,18,3,332
rnd,68,115,38,18,3,202
max,68,115,35,21,3,53
min,68,115,35,21,3,167
rnd,68,115,35,21,3,263
max,68,115,36,35,3,262
max,68,115,19,2,2,3
min,68,115,19,2,2,3
rnd,68,115,19,2,2,3
max,68,115,29,3,2,4
min,68,115,29,3,2,4
rnd,68,115,29,3,2,4
max,68,115,20,4,2,7
min,68,115,20,4,2,13
rnd,68,115,20,4,2,11
max,68,115,28,3,2,4
min,68,115,28,3,2,8
rnd,68,115,28,3,2,8
max,68,115,19,11,2,22
min,68,115,19,11,2,108
rnd,68,115,19,11,2,33
max,68,115,25,5,2,6
min,68,115,25,5,2,6
rnd,68,115,25,5,2,6
max,68,115,28,17,3,32
min,68,115,28,17,3,214
rnd,68,115,28,17,3,85
max,68,115,31,4,2,5
min,68,115,31,4,2,5
rnd,68,115,31,4,2,5
max,68,115,21,4,2,6
min,68,115,21,4,2,11
rnd,68,115,21,4,2,11
max,68,115,40,35,5,198
max,68,115,32,5,2,8
min,68,115,32,5,2,22
rnd,68,115,32,5,2,20
max,68,115,32,12,4,31
min,68,115,32,12,4,87
rnd,68,115,32,12,4,95
max,68,115,39,34,5,97
rnd,68,115,39,34,5,321
max,68,115,31,9,3,19
min,68,115,31,9,3,238
rnd,68,115,31,9,3,87
max,68,115,17,6,2,7
min,68,115,17,6,2,21
rnd,68,115,17,6,2,22
max,68,115,18,2,2,3
min,68,115,18,2,2,4
rnd,68,115,18,2,2,3
max,68,115,20,9,3,12
min,68,115,20,9,3,23
rnd,68,115,20,9,3,25
max,68,115,10,3,2,4
min,68,115,10,3,2,8
rnd,68,115,10,3,2,8
max,68,115,38,13,3,25
min,68,115,38,13,3,138
rnd,68,115,38,13,3,58
max,68,115,31,17,4,46
min,68,115,31,17,4,695
rnd,68,115,31,17,4,383
max,68,115,38,6,2,8
min,68,115,38,6,2,24
rnd,68,115,38,6,2,34
max,68,115,20,2,2,3
min,68,115,20,2,2,3
rnd,68,115,20,2,2,3
max,68,115,37,8,2,11
min,68,115,37,8,2,20
rnd,68,115,37,8,2,17
max,68,115,39,13,3,32
min,68,115,39,13,3,257
rnd,68,115,39,13,3,65
max,68,115,23,7,2,10
min,68,115,23,7,2,22
rnd,68,115,23,7,2,22
max,68,115,20,12,4,13
min,68,115,20,12,4,25
rnd,68,115,20,12,4,19
max,68,115,31,3,2,4
min,68,115,31,3,2,6
rnd,68,115,31,3,2,5
max,68,115,31,5,2,9
min,68,115,31,5,2,18
rnd,68,115,31,5,2,8
max,68,115,25,10,2,27
min,68,115,25,10,2,42
rnd,68,115,25,10,2,23
max,68,115,37,3,2,4
min,68,115,37,3,2,4
rnd,68,115,37,3,2,4
max,68,115,9,2,2,3
min,68,115,9,2,2,3
rnd,68,115,9,2,2,3
max,68,115,30,18,4,24
min,68,115,30,18,4,137
rnd,68,115,30,18,4,23
max,68,115,16,4,2,7
min,68,115,16,4,2,16
rnd,68,115,16,4,2,9
max,68,115,36,7,3,14
min,68,115,36,7,3,25
rnd,68,115,36,7,3,24
max,68,115,27,4,2,5
min,68,115,27,4,2,5
rnd,68,115,27,4,2,5
max,68,115,40,22,4,352
rnd,68,115,40,22,4,1291
max,68,115,29,10,3,16
min,68,115,29,10,3,79
rnd,68,115,29,10,3,38
max,68,115,7,3,2,4
min,68,115,7,3,2,8
rnd,68,115,7,3,2,4
max,68,115,22,7,3,10
min,68,115,22,7,3,26
rnd,68,115,22,7,3,10
max,68,115,38,32,7,426
rnd,68,115,38,32,7,758
max,68,115,33,14,4,29
min,68,115,33,14,4,480
rnd,68,115,33,14,4,76
max,68,115,28,8,2,9
min,68,115,28,8,2,31
rnd,68,115,28,8,2,12
max,68,115,23,7,2,11
min,68,115,23,7,2,20
rnd,68,115,23,7,2,16
max,68,115,14,4,2,5
min,68,115,14,4,2,10
rnd,68,115,14,4,2,8
max,68,115,19,3,2,6
min,68,115,19,3,2,8
rnd,68,115,19,3,2,6
max,68,115,15,3,2,4
min,68,115,15,3,2,7
rnd,68,115,15,3,2,7
max,68,115,9,2,2,3
min,68,115,9,2,2,3
rnd,68,115,9,2,2,3
max,68,115,33,17,3,18
min,68,115,33,17,3,42
rnd,68,115,33,17,3,30
max,68,115,40,14,3,37
min,68,115,40,14,3,125
rnd,68,115,40,14,3,54
max,68,115,23,6,2,9
min,68,115,23,6,2,12
rnd,68,115,23,6,2,9
max,68,115,31,7,2,13
min,68,115,31,7,2,26
rnd,68,115,31,7,2,24
max,68,115,24,2,2,4
min,68,115,24,2,2,4
rnd,68,115,24,2,2,4
max,68,115,37,18,4,33
min,68,115,37,18,4,548
rnd,68,115,37,18,4,75
max,68,115,30,19,3,34
min,68,115,30,19,3,178
rnd,68,115,30,19,3,75
max,68,115,31,3,2,4
min,68,115,31,3,2,4
rnd,68,115,31,3,2,4
max,68,115,32,14,4,20
min,68,115,32,14,4,69
rnd,68,115,32,14,4,24
max,68,115,26,5,2,7
min,68,115,26,5,2,12
rnd,68,115,26,5,2,11
max,68,115,35,8,2,9
min,68,115,35,8,2,13
rnd,68,115,35,8,2,9
max,68,115,26,16,4,26
min,68,115,26,16,4,310
rnd,68,115,26,16,4,76
max,68,115,23,2,2,3
min,68,115,23,2,2,4
rnd,68,115,23,2,2,3
max,68,115,20,17,4,35
min,68,115,20,17,4,183
rnd,68,115,20,17,4,97
max,68,115,34,2,2,3
min,68,115,34,2,2,3
rnd,68,115,34,2,2,3
max,68,115,21,8,2,9
min,68,115,21,8,2,26
rnd,68,115,21,8,2,13
max,68,115,37,8,2,9
min,68,115,37,8,2,13
rnd,68,115,37,8,2,9
max,68,115,33,14,3,26
min,68,115,33,14,3,49
rnd,68,115,33,14,3,39
max,68,115,35,9,3,24
min,68,115,35,9,3,167
rnd,68,115,35,9,3,48
max,68,115,26,7,2,8
min,68,115,26,7,2,24
rnd,68,115,26,7,2,13
max,68,115,20,3,2,5
min,68,115,20,3,2,8
rnd,68,115,20,3,2,5
max,68,115,32,13,3,31
min,68,115,32,13,3,48
rnd,68,115,32,13,3,30
max,68,115,22,5,2,9
min,68,115,22,5,2,26
rnd,68,115,22,5,2,11
max,68,115,39,27,5,99
rnd,68,115,39,27,5,136
max,68,115,28,16,3,28
min,68,115,28,16,3,93
rnd,68,115,28,16,3,31
max,68,115,24,4,2,5
min,68,115,24,4,2,12
rnd,68,115,24,4,2,5
max,68,115,19,6,2,13
min,68,115,19,6,2,14
rnd,68,115,19,6,2,19
max,68,115,13,2,2,3
min,68,115,13,2,2,4
rnd,68,115,13,2,2,4
max,68,115,21,5,2,8
min,68,115,21,5,2,13
rnd,68,115,21,5,2,11
max,68,115,39,5,2,6
min,68,115,39,5,2,7
rnd,68,115,39,5,2,7
max,68,115,40,22,3,99
min,68,115,40,22,3,1998
rnd,68,115,40,22,3,334
max,68,115,37,8,2,15
min,68,115,37,8,2,46
rnd,68,115,37,8,2,15
max,68,115,29,38,5,152
min,68,115,29,38,5,1321
rnd,68,115,29,38,5,291
max,68,115,38,18,3,19
min,68,115,38,18,3,23
rnd,68,115,38,18,3,20
max,68,115,34,27,2,31
min,68,115,34,27,2,477
rnd,68,115,34,27,2,39
max,68,115,35,8,2,9
min,68,115,35,8,2,11
rnd,68,115,35,8,2,11
max,68,115,35,6,2,12
min,68,115,35,6,2,24
rnd,68,115,35,6,2,15
max,68,115,29,18,3,48
min,68,115,29,18,3,508
rnd,68,115,29,18,3,108
max,68,115,26,11,3,16
min,68,115,26,11,3,25
rnd,68,115,26,11,3,16
max,68,115,32,5,2,6
min,68,115,32,5,2,9
rnd,68,115,32,5,2,9
max,68,115,35,2,2,3
min,68,115,35,2,2,4
rnd,68,115,35,2,2,3
max,68,115,29,2,2,3
min,68,115,29,2,2,4
rnd,68,115,29,2,2,4
max,68,115,12,3,2,5
min,68,115,12,3,2,7
rnd,68,115,12,3,2,5
max,68,115,39,13,4,59
min,68,115,39,13,4,784
rnd,68,115,39,13,4,134
max,68,115,30,5,2,8
min,68,115,30,5,2,15
rnd,68,115,30,5,2,9
max,68,115,37,19,3,21
min,68,115,37,19,3,86
rnd,68,115,37,19,3,23
max,68,115,36,11,4,14
min,68,115,36,11,4,18
rnd,68,115,36,11,4,16
max,68,115,18,2,2,3
min,68,115,18,2,2,4
rnd,68,115,18,2,2,3
max,68,115,33,8,4,12
min,68,115,33,8,4,68
rnd,68,115,33,8,4,33
max,68,115,13,3,2,5
min,68,115,13,3,2,8
rnd,68,115,13,3,2,5
max,68,115,30,2,2,3
min,68,115,30,2,2,4
rnd,68,115,30,2,2,4
max,68,115,38,7,2,8
min,68,115,38,7,2,14
rnd,68,115,38,7,2,11
max,68,115,34,29,5,195
rnd,68,115,34,29,5,334
max,68,115,12,5,2,6
min,68,115,12,5,2,12
rnd,68,115,12,5,2,7
max,68,115,39,10,3,22
min,68,115,39,10,3,82
rnd,68,115,39,10,3,32
max,68,115,29,2,2,3
min,68,115,29,2,2,3
rnd,68,115,29,2,2,3
max,68,115,31,13,4,37
min,68,115,31,13,4,145
rnd,68,115,31,13,4,109
max,68,115,38,2,2,3
